"UID","Timestamp","results","cause","deck","opponent","level","game_type"
99475318514909184,2021-10-14 14:37:59.000,1,outplayed,Avalanche!,RuByTactics,Platinum-4,Historic Ranked
99475318514909185,2021-10-14 14:51:41.000,0,"Polukranos, Unchained creature",Back for More,Sharkie,Platinum-4,Historic Ranked
99475318514909186,2021-10-14 18:08:08.000,0,aggressive attacks,Back for More,Langeloir,Platinum-4,Historic Ranked
99476782427668480,2021-10-15 19:53:11.000,1,deck stalled,Back for More,ChinnyChinChin,Platinum-4,Historic Ranked
99476782427668481,2021-10-15 20:02:22.000,1,token generators,Sky Patrol,bacural,Platinum-4,Historic Ranked
99476782427668482,2021-10-15 20:08:53.000,0,Warden of the Chained creature,Stomp Stomp,mcclennan,Platinum-4,Historic Ranked
99476782427668483,2021-10-15 20:16:52.000,0,consistent attacks,Stomp Stomp,Chalupatron,Platinum-4,Historic Ranked
99476782427668484,2021-10-15 20:24:06.000,1,outplayed,Stomp Stomp,chuckthebarb3,Platinum-4,Historic Ranked
99476782427668485,2021-10-15 20:31:08.000,1,outplayed,Destructive Firepower,big daddy,Platinum-4,Historic Ranked
99476782427668486,2021-10-16 11:18:05.000,1,Armed and Dangerous,Armed and Dangerous,MrPoopyButthole,Platinum-4,Historic Ranked
99476782427668487,2021-10-16 11:23:10.000,0,Worthy Knight creature,Company of Knights,DrChristmas,Platinum-4,Historic Ranked
99476782427668488,2021-10-16 11:28:51.000,0,Embercleave equipment,Company of Knights,Elliotsmith,Platinum-4,Historic Ranked
99479725319127040,2021-10-17 14:21:52.000,1,deck stalled,Aerial Domination,benjamin1205,Platinum-4,Historic Ranked
99479725319127041,2021-10-17 14:26:29.000,1,life counters on creatures,Out for Blood,Joe,Platinum-4,Historic Ranked
99479725319127042,2021-10-17 14:34:48.000,0,opponent only had one small creature,Azure Skies,Huslev,Platinum-4,Historic Ranked
99481135746121728,2021-10-18 20:43:39.000,1,not enough creatures,Dungeon Delving,Schade,Platinum-4,Historic Ranked
99481135746121729,2021-10-18 20:51:27.000,1,Immersturm Predator creature,Angelic Army,PAOLOmga,Platinum-4,Historic Ranked
99481135746121730,2021-10-18 21:02:05.000,1,Auspicious Starrix creature,Back for More,Chayne77,Platinum-4,Historic Ranked
99481135746121731,2021-10-18 21:23:31.000,1,outplayed,Avalanche!,iamq,Platinum-4,Historic Ranked
99482496395116544,2021-10-19 19:18:17.000,0,creature boosters,Forest's Might,Krezzo,Platinum-4,Historic Ranked
99482496395116545,2021-10-19 19:30:03.000,1,outplayed,Forest's Might,Chump,Platinum-4,Historic Ranked
99482496395116546,2021-10-19 19:51:08.000,1,used trick deck to dig through deck for cards,Line of Fire,Weaslo,Platinum-4,Historic Ranked
99482496395116547,2021-10-19 20:09:18.000,0,direct attacks to creatures using instants,Fireworks,fairyspasm,Platinum-4,Historic Ranked
99482496395116548,2021-10-20 15:43:16.000,1,not enough creatures,Goblins Everywhere,Jonathan,Platinum-4,Historic Ranked
99482496395116549,2021-10-20 15:45:06.000,0,opponent quit,Dark Elves,Vanilla,Platinum-4,Historic Ranked
99482496395116550,2021-10-20 15:48:36.000,0,opponent had no creatures,Dark Elves,Lark,Platinum-4,Historic Ranked
99482496395116551,2021-10-20 15:53:08.000,0,Jaspera Sential creature,Dark Elves,Shivaned81,Platinum-4,Historic Ranked
99482496395116552,2021-10-20 15:56:50.000,1,no mana,Dark Elves,xXxDresdenxXx,Platinum-4,Historic Ranked
99482496395116553,2021-10-20 16:04:45.000,0,opponent had no creatures,Avalanche!,TwoStepNancy,Platinum-4,Historic Ranked
99482496395116554,2021-10-20 16:08:47.000,0,fast start,Avalanche!,GriffyMTG85,Platinum-4,Historic Ranked
99482496395116555,2021-10-20 16:12:44.000,0,Ascendent Spirit creature,Avalanche!,SONNYC23,Platinum-3,Historic Ranked
99482496395116556,2021-10-20 19:24:54.000,0,Avalanche Caller creature,Avalanche!,L1987L,Platinum-3,Historic Ranked
99482496395116557,2021-10-20 19:31:01.000,0,opponent had no creatures,Avalanche!,Metalmarshmellow,Platinum-3,Historic Ranked
99485546996301824,2021-10-21 18:08:44.000,1,Light of Promise enchantment,Azorius Senate,Slumerican,Platinum-3,Historic Ranked
99485546996301825,2021-10-21 18:15:35.000,1,Approach of the Second Sun,Starry-Eyed,SnowyLaKnowy,Platinum-3,Historic Ranked
99485546996301826,2021-10-21 18:22:15.000,0,opponent quit,Line of Fire,El sorete habil,Platinum-3,Historic Ranked
99485546996301827,2021-10-21 18:30:05.000,0,fast start,Line of Fire,JB0092,Platinum-3,Historic Ranked
99487750834618368,2021-10-23 11:37:13.000,0,equipment,Armed and Dangerous,GreatMartini,Platinum-3,Historic Ranked
99487750834618369,2021-10-23 11:45:02.000,0,warrior creature type,Armed and Dangerous,Armagnan,Platinum-3,Historic Ranked
99487750834618370,2021-10-23 11:57:20.000,1,outplayed,Armed and Dangerous,from_noob,Platinum-3,Historic Ranked
99487750834618371,2021-10-23 12:10:37.000,1,no creatures,Fire Water,Dany,Platinum-3,Historic Ranked
99487750834618372,2021-10-23 12:23:51.000,1,deck stalled,Red Death,Jv913,Platinum-3,Historic Ranked
99487750834618373,2021-10-23 15:48:41.000,1,not enough creatures,Avalanche!,cabri001,Platinum-3,Historic Ranked
99487750834618374,2021-10-23 15:51:31.000,1,no creatures,Forest's Might,JDollar99,Platinum-3,Historic Ranked
99487750834618375,2021-10-23 16:00:26.000,0,treasure abilities,Treasure Hunt,hoodmagic,Platinum-3,Historic Ranked
99489869461454848,2021-10-24 15:11:19.000,0,opponent quit,Treasure Hunt,Thunderfox,Platinum-3,Historic Ranked
99489869461454849,2021-10-24 15:16:47.000,1,not enough creatures,Treasure Hunt,Nightrider,Platinum-3,Historic Ranked
99489869461454850,2021-10-24 15:22:38.000,0,Slaughter-Priest of Mogus creature,Line of Fire,Slaodach,Platinum-3,Historic Ranked
99489869461454851,2021-10-24 15:27:31.000,0,opponent had few creatures,Line of Fire,Giovilverde,Platinum-3,Historic Ranked
99489869461454852,2021-10-24 15:35:32.000,1,flyers,Line of Fire,InkDrop,Platinum-3,Historic Ranked
99489869461454853,2021-10-24 15:43:15.000,1,flyers with protection from dragons,Savage Lands,Capt_Shoehorn,Platinum-3,Historic Ranked
99491261567729664,2021-10-25 21:39:27.000,1,creatures destroyed,Savage Lands,Nos,Platinum-3,Historic Ranked
99491261567729665,2021-10-25 21:45:53.000,1,opponent used auto repeater,Avalanche!,ToAsty42o,Platinum-3,Historic Ranked
99491261567729666,2021-10-25 21:50:55.000,0,fast early game lots of small creatures,Forest's Might,RadiantBlaze,Platinum-4,Historic Ranked
99491261567729667,2021-10-25 21:55:05.000,0,creature boosters,Forest's Might,Oldone,Platinum-3,Historic Ranked
99491261567729668,2021-10-25 22:00:57.000,0,Growth Cycle instant spell,Forest's Might,Reactor,Platinum-3,Historic Ranked
99491261567729669,2021-10-26 19:24:45.000,0,creature boosters,Forest's Might,HellFish,Platinum-3,Historic Ranked
99491261567729670,2021-10-26 19:32:38.000,1,opponent used nothing but shrines,Forest's Might,SANTISMAELEO,Platinum-3,Historic Ranked
99491261567729671,2021-10-26 19:37:06.000,1,slow start,Fireworks,Jamaladin,Platinum-3,Historic Ranked
99491261567729672,2021-10-26 19:47:28.000,1,outplayed,Avalanche!,Felix_Fox,Platinum-3,Historic Ranked
99491261567729673,2021-10-26 19:58:29.000,0,"Kalain, Reclusive Painter creature",Treasure Hunt,WatcherOnTheStorm,Platinum-3,Historic Ranked
99491261567729674,2021-10-27 10:18:34.000,1,I fucked up,Control Center,email address,Platinum-3,Historic Ranked
99491261567729675,2021-10-27 10:24:24.000,1,all mana,Control Center,Traskin,Platinum-3,Historic Ranked
99491261567729676,2021-10-27 10:34:36.000,1,outplayed,Dark DM,Dr.Izzit,Platinum-4,Historic Ranked
99491261567729677,2021-10-27 10:41:39.000,0,Cold-Blooded Killers,Cold-Blooded Killers,lookfun78,Platinum-4,Historic Ranked
99495639615799296,2021-10-28 11:29:16.000,0,Soulhunter Rakshasa creature,Cold-Blooded Killers,sarawnmawta,Platinum-4,Historic Ranked
99495639615799297,2021-10-28 11:35:55.000,1,rat colony creatures,Cold-Blooded Killers,Alkhemeia,Platinum-3,Historic Ranked
99495639615799298,2021-10-28 11:39:38.000,0,opponent quit,Treasure Hunt,Avid,Platinum-3,Historic Ranked
99495639615799299,2021-10-28 11:48:16.000,0,treasure artifact abilities,Treasure Hunt,Andreasipad,Platinum-3,Historic Ranked
99497010415009792,2021-10-30 15:18:00.000,0,opponent had no mana,Large and in Charge,jeantim,Platinum-3,Historic Ranked
99497010415009793,2021-10-30 15:22:11.000,1,not enough creatures,Large and in Charge,Ropa,Platinum-3,Historic Ranked
99497010415009794,2021-10-30 15:27:13.000,1,double strike flying equipment,Stomp Stomp,Lotharingien,Platinum-3,Historic Ranked
99497010415009795,2021-10-30 15:34:38.000,1,opponent had flying creatures,Savage Lands,hellcliffo,Platinum-3,Historic Ranked
99497010415009796,2021-10-30 15:39:29.000,0,opponent quit,Treasure Hunt,Frost,Platinum-3,Historic Ranked
99497010415009797,2021-10-30 15:48:17.000,1,deck stalled,Treasure Hunt,FeylanSkyy,Platinum-3,Historic Ranked
99499975653720064,2021-10-31 11:51:42.000,0,Forest's Might,Forest's Might,Jazar,Platinum-3,Historic Ranked
99499975653720065,2021-10-31 15:35:13.000,0,opponent had small creatures and did not block,Forest's Might,Get Rekt,Gold-4,Historic Ranked
99499975653720066,2021-10-31 15:39:49.000,0,creature boosting instants and enchantments,Forest's Might,MalCastle,Gold-4,Historic Ranked
99499975653720067,2021-10-31 16:12:37.000,1,Ravenous Chupacabra creature,Forest's Might,SweetJoey,Gold-4,Historic Ranked
99499975653720068,2021-10-31 16:23:05.000,1,opponent land had ability that prevented him from losing and me from winning,Treasure Hunt,PhicNam007,Gold-4,Historic Ranked
99499975653720069,2021-10-31 16:30:14.000,0,Spirit of Aldergard creature,Avalanche!,Zeth2580,Gold-4,Historic Ranked
99499975653720070,2021-10-31 16:37:44.000,1,opponent had flying creatures,Avalanche!,Ja' Crispy Salad,Gold-4,Historic Ranked
99501403243806720,2021-11-01 20:08:08.000,1,token generators,Mutation Station,Global,Gold-4,Historic Ranked
99501403243806721,2021-11-01 20:12:50.000,0,flyers,Aerial Domination,email address,Gold-4,Historic Ranked
99501403243806722,2021-11-01 20:18:05.000,1,token generators,Aerial Domination,Casual Suspect,Gold-4,Historic Ranked
99501403243806723,2021-11-01 20:25:25.000,0,Tectonic Giant creature,Line of Fire,Sterling,Gold-4,Historic Ranked
99501403243806724,2021-11-01 20:34:20.000,0,sacrificing creatures to boost other creatures,Line of Fire,Scott,Gold-4,Historic Ranked
99501403243806725,2021-11-03 11:27:31.000,1,outplayed,Forest's Might,Thingolka,Gold-3,Historic Ranked
99501403243806726,2021-11-03 11:33:12.000,1,no creatures,Lifeline,Lordgoldmane,Gold-3,Historic Ranked
99501403243806727,2021-11-03 17:07:16.000,1,no red mana,Line of Fire,Shyko,Gold-4,Historic Ranked
99501403243806728,2021-11-03 17:16:09.000,1,no creatures,Forest's Might,Nekomata7,Gold-4,Historic Ranked
99501403243806729,2021-11-03 17:21:37.000,1,no creatures,Treasure Hunt,Petkin,Gold-4,Historic Ranked
99501403243806730,2021-11-03 17:25:52.000,1,slow start,Avalanche!,Santiago,Gold-4,Historic Ranked
99501403243806731,2021-11-03 17:31:29.000,0,opponent had few creatures,Armed and Dangerous,rhine117,Gold-4,Historic Ranked
99505761645756416,2021-11-04 11:17:05.000,1,no creatures,Forest's Might,Xande Brandao,Gold-4,Historic Ranked
99505761645756417,2021-11-04 11:27:54.000,0,Spririt of Aldergard creature,Avalanche!,Nlnotheking,Gold-4,Standard Ranked
99506132573224960,2021-11-04 16:36:55.000,1,outplayed,Avalanche!,HerosHaven,Gold-4,Standard Ranked
99506132573224961,2021-11-04 16:47:17.000,1,not enough creatures,Savage Lands,docholiday78,Gold-4,Standard Ranked
99506132573224962,2021-11-04 16:57:48.000,0,opponent quit on second game,Company of Knights,HollyMomma,Gold-4,Traditional Historic Ranked
99506389147189248,2021-11-04 22:33:35.000,1,outplayed,Company of Knights,foreign characters,Gold-4,Historic Ranked
99506389147189249,2021-11-04 22:37:50.000,1,sliver deck,Life Skills,Helen,Gold-4,Historic Ranked
99506389147189250,2021-11-04 22:42:10.000,1,no mana,White Flame,leogfc10,Gold-4,Historic Ranked
99506389147189251,2021-11-04 22:46:40.000,0,magecraft ability,Fireworks,Darloni,Gold-4,Historic Ranked
99506389147189252,2021-11-04 22:55:01.000,1,outplayed,Fireworks,Grizzly_2,Gold-4,Historic Ranked
99507551237832704,2021-11-05 17:58:15.000,1,Nighthawk Scavenger creature,Out for Blood,Rosebyanothername,Gold-4,Historic Ranked
99507551237832705,2021-11-05 18:05:00.000,0,opponent had no defense,Azure Skies,Wango1959,Gold-4,Historic Ranked
99507551237832706,2021-11-05 18:16:53.000,1,mill deck,Azure Skies,PhelippoDelega,Gold-4,Historic Ranked
99507551237832707,2021-11-05 19:06:08.000,0,opponent had no creatures,Armed and Dangerous,lincolnh_sp,Gold-4,Historic Ranked
99507551237832708,2021-11-05 19:09:57.000,0,direct damage instants and sorcery,Armed and Dangerous,To2D,Gold-4,Historic Ranked
99507551237832709,2021-11-05 19:19:15.000,0,unknown,Armed and Dangerous,illwill5150,Gold-3,Historic Ranked
99507551237832710,2021-11-06 00:08:53.000,1,outplayed,Armed and Dangerous,ShockMyNippels,Gold-3,Historic Ranked
99507551237832711,2021-11-06 00:17:31.000,1,not enough creatures,Fireworks,Senger,Gold-3,Historic Ranked
99507551237832712,2021-11-06 00:29:10.000,1,mill deck,Line of Fire,Lemonayyd,Gold-3,Historic Ranked
99507551237832713,2021-11-06 00:35:27.000,0,Season of Growth enchantment,Forest's Might,Spracklen2,Gold-4,Historic Ranked
99507551237832714,2021-11-06 00:42:09.000,0,Season of Growth enchantment and creature boosters,Forest's Might,Ambrual,Gold-3,Historic Ranked
99507551237832715,2021-11-06 00:49:05.000,0,Season of Growth enchantment and creature boosting spells,Forest's Might,Amatasukami,Gold-3,Historic Ranked
99507551237832716,2021-11-06 00:52:06.000,0,opponent quit,Forest's Might,RickMyLing,Gold-3,Historic Ranked
99507551237832717,2021-11-06 00:57:45.000,1,sliver deck,Forest's Might,AKIO,Gold-2,Historic Ranked
99507551237832718,2021-11-06 19:38:19.000,0,Kor Blademaster creature,Armed and Dangerous,menco397,Gold-2,Historic Ranked
99507551237832719,2021-11-06 19:45:15.000,0,consistent attacks,Armed and Dangerous,SeanIsElsewhere,Gold-2,Historic Ranked
99507551237832720,2021-11-06 19:49:41.000,0,opponent quit,Armed and Dangerous,BakaiDiaby,Gold-2,Historic Ranked
99507551237832721,2021-11-06 19:55:10.000,1,coward auto life taking combo deck,Armed and Dangerous,Blackwood,Gold-1,Historic Ranked
99507551237832722,2021-11-06 20:01:44.000,1,Rage Forger creature,Forest's Might,Goose,Gold-1,Historic Ranked
99510237689544704,2021-11-07 16:24:18.000,1,quit boring game,Armed and Dangerous,David Alvarez Casasola,Gold-1,Historic Ranked
99510237689544705,2021-11-07 16:29:30.000,1,direct damage,Armed and Dangerous,Fawlin,Gold-2,Historic Ranked
99510237689544706,2021-11-07 16:35:01.000,0,creature boosters,Forest's Might,Rift,Gold-2,Historic Ranked
99510237689544707,2021-11-07 16:38:36.000,1,token generator,Forest's Might,SNEAKERsnacks,Gold-1,Historic Ranked
99511606693593088,2021-11-08 21:29:44.000,1,slow start,Forest's Might,destroyer,Gold-1,Historic Ranked
99511606693593089,2021-11-08 21:33:57.000,1,no mana again,Large and in Charge,Papi Remix,Gold-1,Historic Ranked
99511606693593090,2021-11-08 21:42:48.000,1,"boring game, quit",To Adventure!,Pyrosis,Gold-1,Historic Ranked
99511606693593091,2021-11-08 21:48:38.000,0,Maul of Skyclaves equipment,Armed and Dangerous,Drakko,Gold-2,Historic Ranked
99514459357184000,2021-11-10 14:08:48.000,1,deck stalled,Treasure Hunt,Smugro,Gold-1,Historic Ranked
99514459357184001,2021-11-10 14:21:35.000,1,outplayed,Line of Fire,Mengi86,Gold-1,Historic Ranked
99514459357184002,2021-11-10 14:31:57.000,1,deck stalled,Control Center,DocGenerico,Gold-1,Historic Ranked
99515889782620160,2021-11-11 10:34:59.000,1,slow start,Armed and Dangerous,PopFuji,Gold-1,Historic Ranked
99515889782620161,2021-11-11 10:41:11.000,1,quit boring game,Forest's Might,Faria,Gold-2,Historic Ranked
99515889782620162,2021-11-11 10:46:01.000,1,cycling deck,Forest's Might,Flotsi,Gold-2,Historic Ranked
99515889782620163,2021-11-11 10:51:48.000,0,Embercleave equipment,Company of Knights,deadsushi,Gold-2,Historic Ranked
99515889782620164,2021-11-11 10:57:48.000,1,no mana,Company of Knights,Riehme07,Gold-2,Historic Ranked
99517341599006720,2021-11-12 19:46:35.000,1,not enough mana,Azure Skies,snail,Gold-2,Historic Ranked
99517341599006721,2021-11-12 19:57:57.000,1,shrines,Dark DM,DanTheDon,Gold-2,Historic Ranked
99517341599006722,2021-11-12 20:06:48.000,0,consistent creatures and mana,Avalanche!,AngelusMaximus,Gold-2,Historic Ranked
99518825241772032,2021-11-13 10:25:32.000,0,opponent played few creatures,Avalanche!,Franck,Gold-2,Historic Ranked
99518825241772033,2021-11-13 10:30:14.000,1,"Phylath, World Sculptor creature legendary",Avalanche!,sarg,Gold-1,Historic Ranked
99518825241772034,2021-11-13 10:33:32.000,1,no creatures,Armed and Dangerous,SamGiancana,Gold-1,Historic Ranked
99518825241772035,2021-11-13 10:39:53.000,1,All that Glitters is Gold enchantment,Armed and Dangerous,hyouga,Gold-1,Historic Ranked
99518825241772036,2021-11-13 10:50:27.000,1,sliver deck,Back for More,Skut,Gold-1,Historic Ranked
99518825241772037,2021-11-13 11:23:47.000,1,flyers,Treasure Hunt,SonicUndergroun,Gold-2,Historic Ranked
99518825241772038,2021-11-13 11:29:14.000,1,slow start,Forest's Might,TatTau,Gold-2,Historic Ranked
99518825241772039,2021-11-13 11:32:38.000,0,fast start,Forest's Might,"47Alexis",Gold-2,Historic Ranked
99518825241772040,2021-11-13 11:39:54.000,0,Wakeroot Elemental creature,Forest's Might,Natsume,Gold-2,Historic Ranked
99518825241772041,2021-11-13 15:47:30.000,0,opponent had no creatures,Forest's Might,DarkCarnage,Gold-1,Historic Ranked
99518825241772042,2021-11-13 15:57:56.000,1,deck stalled,Forest's Might,juan_jao78,Gold-1,Historic Ranked
99518825241772043,2021-11-13 16:06:41.000,0,creature boosters and Tenured Inkcaster creature,Growing Hunger,CarthorisPrime,Gold-1,Historic Ranked
99520339100303360,2021-11-14 11:58:12.000,1,self repeating cowards deck,Growing Hunger,GodsHand00,Gold-1,Historic Ranked
99520339100303361,2021-11-14 12:09:03.000,0,opponent quit,Growing Hunger,kingbubba,Gold-1,Historic Ranked
99520339100303362,2021-11-14 12:25:26.000,0,Tenured Inkcaster and Hagra Constrictor creatures,Growing Hunger,Shabumi,Gold-1,Historic Ranked
99520339100303363,2021-11-14 12:41:53.000,0,opponent had no creatures,Dream Den,marian,Platinum-4,Historic Ranked
99520339100303364,2021-11-14 12:51:55.000,1,not enough creatures,Dream Den,BlackPanters,Platinum-4,Historic Ranked
99520339100303365,2021-11-14 15:39:41.000,1,deck stalled,Dream Den,GRID,Platinum-4,Historic Ranked
99520339100303366,2021-11-14 15:46:19.000,0,"Sorin, Vengeful Bloodlord plainswalker",Dream Den,SirHansalot,Platinum-4,Historic Ranked
99520339100303367,2021-11-14 15:51:29.000,0,Blackblade Reforged legendary equipment,Dream Den,DRUNKMONKIE,Platinum-4,Historic Ranked
99524613549064192,2021-11-17 10:03:26.000,0,opponent quite,Dream Den,Babu,Platinum-4,Historic Ranked
99524613549064193,2021-11-17 10:21:18.000,0,kept destroying opponents creatures,Dream Den,Zwackelmann,Platinum-4,Historic Ranked
99524613549064194,2021-11-17 10:28:06.000,1,no black mana,Dream Den,KateTheVIII,Platinum-4,Historic Ranked
99524613549064195,2021-11-17 10:45:52.000,1,Plainswalkers,Avalanche!,Trompovsky,Platinum-4,Historic Ranked
99524613549064196,2021-11-17 10:51:50.000,1,slow start,Forest's Might,Flo86,Platinum-4,Historic Ranked
99524613549064197,2021-11-17 10:59:48.000,0,flying creatures,Armed and Dangerous,Nemesis86,Platinum-4,Historic Ranked
99524613549064198,2021-11-17 13:48:27.000,0,opponent had no mana,Large and in Charge,Topographical13,Platinum-4,Historic Ranked
99524613549064199,2021-11-17 13:54:19.000,1,mill deck with protection from green,Large and in Charge,slayer17,Platinum-4,Historic Ranked
99524613549064200,2021-11-17 14:00:47.000,1,token generator,College Deck,Blurran,Platinum-4,Historic Ranked
99524613549064201,2021-11-17 15:09:00.000,1,opponent destroyed all creatures with global spells,Spellpower,Necrosage,Platinum-4,Historic Ranked
99524613549064202,2021-11-18 10:10:06.000,1,token generator,Avalanche!,swagdog543,Platinum-4,Historic Ranked
99524613549064203,2021-11-18 10:12:22.000,0,opponent quit,Forest's Might,El Dudeareno,Platinum-4,Historic Ranked
99524613549064204,2021-11-18 10:17:32.000,0,opponent had no creatures,Forest's Might,Acegreenshow,Platinum-4,Historic Ranked
99524613549064205,2021-11-18 10:21:57.000,1,token generator,Forest's Might,Tommy,Platinum-4,Historic Ranked
99526652987441152,2021-11-19 10:40:01.000,1,token generator,Forest's Might,HellFish,Platinum-4,Historic Ranked
99526652987441153,2021-11-19 10:43:52.000,1,quit boring game,Large and in Charge,dhe,Platinum-4,Historic Ranked
99526652987441154,2021-11-19 10:52:25.000,0,Ajani's Pridemate creatures with Impassioned Orator creature,Angelic Army,NubianLegend,Platinum-4,Historic Ranked
99526652987441155,2021-11-19 11:00:42.000,0,flying creatures,Angelic Army,crioux,Platinum-4,Historic Ranked
99529025839431680,2021-11-20 12:54:47.000,1,flying creatures and lifelink ability,Cold-Blooded Killers,kjorg23,Platinum-4,Historic Ranked
99529025839431681,2021-11-20 14:19:12.000,0,opponent had few mana available,Mutation Station,tonio,Platinum-4,Historic Ranked
99529025839431682,2021-11-21 11:48:26.000,1,onblockable creature,Treasure Hunt,dpruwn,Platinum-4,Historic Ranked
99529025839431683,2021-11-21 11:52:05.000,0,opponent quit,Avalanche!,Johnsy,Platinum-4,Historic Ranked
99529025839431684,2021-11-21 11:58:51.000,0,legendary creatures,Dream Den,XxG4M3RT4GxX,Platinum-4,Historic Ranked
99531746986426368,2021-11-22 19:46:03.000,0,opponent quit,Avalanche!,BigD1nonly,Platinum-4,Historic Ranked
99531746986426369,2021-11-22 19:49:29.000,0,opponent had no defense,Avalanche!,dark_reign,Platinum-4,Historic Ranked
99531746986426370,2021-11-22 20:05:54.000,0,opponent had slow deck,Avalanche!,DRUNKMONKIE,Platinum-4,Historic Ranked
99531746986426371,2021-11-24 10:43:05.000,1,flying creature,Avalanche!,Edgedinstone,Platinum-4,Historic Ranked
99531746986426372,2021-11-24 10:46:36.000,1,life giving creature boosters,Armed and Dangerous,Stache,Platinum-4,Historic Ranked
99531746986426373,2021-11-24 10:51:59.000,1,not enough mana,Forest's Might,Slayer,Platinum-4,Historic Ranked
99531746986426374,2021-11-24 10:56:01.000,1,no mana,Company of Knights,Xavoberto,Platinum-4,Historic Ranked
99531746986426375,2021-11-24 11:11:59.000,1,not enough creatures,Stomp Stomp,Anime_9256,Platinum-4,Historic Ranked
99531746986426376,2021-11-24 14:25:15.000,1,Firewater,Fire Water,croycheck,Platinum-4,Historic Ranked
99531746986426377,2021-11-24 14:31:39.000,0,"Kambal, Consul of Allocation legendary creature",Dream Den,BioDoX,Platinum-4,Historic Ranked
99531746986426378,2021-11-24 14:36:14.000,1,no white mana,Dream Den,Boerekentist,Platinum-4,Historic Ranked
99531746986426379,2021-11-24 15:15:43.000,0,opponent,Avalanche!,sasquatch,Platinum-4,Historic Ranked
99531746986426380,2021-11-24 15:21:01.000,0,Spirit of the Aldergard legendary creature,Avalanche!,Bruichladdich,Platinum-4,Historic Ranked
99531746986426381,2021-11-24 15:24:21.000,1,quit game opponent using trick deck,Avalanche!,Saucyy,Platinum-4,Historic Ranked
99531746986426382,2021-11-24 15:28:28.000,0,Kor Blademaster creature,Armed and Dangerous,sbilif,Platinum-4,Historic Ranked
99531746986426383,2021-11-24 15:35:39.000,0,Maul of the Skyclaves equipment,Armed and Dangerous,elfhendar,Platinum-4,Historic Ranked
99531746986426384,2021-11-25 10:26:49.000,1,Armed and Dangerous,Armed and Dangerous,PeePi,Platinum-4,Historic Ranked
99531746986426385,2021-11-25 10:32:12.000,1,auto damage ability,Company of Knights,Paintmonky,Platinum-4,Historic Ranked
99531746986426386,2021-11-25 10:43:29.000,0,"Drakuseth, Maw of Flames legendary creature dragon",Destructive Firepower,theschwiggityschwoogity,Platinum-4,Historic Ranked
99531746986426387,2021-11-25 10:49:19.000,0,Spellgorger Weird creature,Destructive Firepower,JBANK,Platinum-4,Historic Ranked
99531746986426388,2021-11-25 10:56:07.000,1,not enough creatures,Destructive Firepower,Noctus,Platinum-4,Historic Ranked
99531746986426389,2021-11-25 16:41:15.000,1,not enough creatures,Growing Hunger,unknown,Platinum-4,Historic Ranked
99531746986426390,2021-11-26 20:06:12.000,0,Big Play instant,Growing Hunger,AngelovSuffering,Platinum-4,Historic Ranked
99531746986426391,2021-11-26 20:13:32.000,0,Urza's Ruinous Blast,Dream Den,SaiClops,Platinum-4,Historic Ranked
99531746986426392,2021-11-26 20:19:48.000,1,Collateral Damage instant,Large and in Charge,Juliusven,Platinum-4,Historic Ranked
99531746986426393,2021-11-26 20:23:50.000,1,shitty deck,Zendikar,ICEY,Platinum-4,Historic Ranked
99531746986426394,2021-11-26 20:30:27.000,1,no mana,Sarkhan Vampire,HANNUMAN,Platinum-4,Historic Ranked
99531746986426395,2021-11-26 20:50:31.000,0,unknown,Dream Den,Razorwolf2012,Platinum-4,Historic Ranked
99531746986426396,2021-11-27 11:36:29.000,0,aggressive attacking,Large and in Charge,kris,Platinum-4,Historic Ranked
99531746986426397,2021-11-27 11:42:58.000,0,opponent had no mana,Large and in Charge,Natas2323,Platinum-4,Historic Ranked
99531746986426398,2021-11-27 15:10:46.000,0,aggressive attacks,Large and in Charge,Mykeylocks,Platinum-4,Historic Ranked
99531746986426399,2021-11-27 15:16:28.000,1,aggressive attacks,Large and in Charge,BigD1nonly,Platinum-4,Historic Ranked
99531746986426400,2021-11-27 15:24:21.000,0,opponent had no defense,Sarkhan Vampire,okarina11,Platinum-4,Historic Ranked
99531746986426401,2021-11-27 15:33:14.000,0,destroyed opponents creatures,Sarkhan Vampire,unknown,Platinum-4,Historic Ranked
99540641393934336,2021-11-28 11:53:28.000,0,"Polukranos, Unchained legendary creature and Nightmare Shepard flying creature",Back for More,Badger,Platinum-4,Historic Ranked
99540641393934337,2021-11-28 11:58:53.000,1,Blessed Sanctuary enchantment,Back for More,MattMart,Platinum-3,Historic Ranked
99540641393934338,2021-11-28 12:03:59.000,0,opponent had no defense,Growing Hunger,Angel541,Platinum-3,Historic Ranked
99540641393934339,2021-11-28 12:10:26.000,0,Tenured Inkcaster creature,Growing Hunger,Bloodious13,Platinum-3,Historic Ranked
99540641393934340,2021-11-28 12:16:35.000,0,Moss-Pit Skeleton creature,Growing Hunger,locutusalphal,Platinum-3,Historic Ranked
99540641393934341,2021-11-28 12:25:42.000,0,Power Work Kill instant,Growing Hunger,vikingox88,Platinum-3,Historic Ranked
99540641393934342,2021-11-29 20:14:41.000,1,no creatures,Aerial Domination,Spicy Szechuan,Platinum-3,Historic Ranked
99540641393934343,2021-11-29 20:22:46.000,1,Revenge of Ravens Exquisite Blood enchantment,Fireworks,Ken,Platinum-3,Historic Ranked
